iter	Logloss
766	0.2523325987
767	0.2522970666
768	0.2522571987
769	0.2521890418
770	0.2521597787
771	0.2521212036
772	0.2520240598
773	0.2519443448
774	0.2519011239
775	0.251872987
776	0.2517649751
777	0.2517116029
778	0.2516733055
779	0.2516490444
780	0.2516067565
781	0.2515536562
782	0.2515121456
783	0.2514595398
784	0.2514103246
785	0.2513634159
786	0.2513049298
787	0.2512720866
788	0.2512248899
789	0.2511858834
790	0.2511386163
791	0.2511051962
792	0.2510870151
793	0.2510592826
794	0.2509763368
795	0.2509220765
796	0.2508453272
797	0.2508283087
798	0.2507516531
799	0.250727752
800	0.2506830706
801	0.2506270064
802	0.2506270021
803	0.2506266792
804	0.2505825207
805	0.2505341803
806	0.2504785478
807	0.2504394241
808	0.2503997844
809	0.2503561867
810	0.2503041446
811	0.2502325426
812	0.2501911511
813	0.2501613455
814	0.2501014849
815	0.250027534
816	0.2499734768
817	0.2499198389
818	0.2498700321
819	0.2498700914
820	0.2498425369
821	0.2498425623
822	0.2498204081
823	0.2497611705
824	0.2497270408
825	0.249681185
826	0.2496472694
827	0.2495937164
828	0.2495570733
829	0.2495007499
830	0.2494776998
831	0.2494774574
832	0.2493914883
833	0.2493484674
834	0.2493019651
835	0.249259781
836	0.2492166632
837	0.2491732566
838	0.2491382733
839	0.2490801722
840	0.24902217
841	0.2489539459
842	0.2489223085
843	0.2488748043
844	0.2488339842
845	0.2487904425
846	0.2487490282
847	0.2487296836
848	0.2486951514
849	0.248652131
850	0.2485799779
851	0.2485456384
852	0.2484911413
853	0.2484688991
854	0.2484209667
855	0.2483496282
856	0.248277317
857	0.2482231402
858	0.2481448105
859	0.2481137189
860	0.2480614822
861	0.2480309006
862	0.2479799388
863	0.2479169462
864	0.2479019681
865	0.2478687664
866	0.247806693
867	0.2477521615
868	0.2477147332
869	0.2476483025
870	0.2475830026
871	0.2475547578
872	0.2475251612
873	0.247479883
874	0.2474061219
875	0.2473835639
876	0.2473458676
877	0.2472875016
878	0.2472600135
879	0.2472314405
880	0.2471709016
881	0.2471372973
882	0.247082671
883	0.2470515596
884	0.2469986128
885	0.2469320758
886	0.2469153133
887	0.2468754328
888	0.246832036
889	0.2468153033
890	0.2467652884
891	0.2467106774
892	0.2466768989
893	0.2466446262
894	0.2465781364
895	0.2465436511
896	0.2464687157
897	0.2464233196
898	0.2463750731
899	0.2463185665
900	0.246300048
901	0.246280374
902	0.2462125672
903	0.2461834711
904	0.2461421703
905	0.2461000248
906	0.2460617798
907	0.246010799
908	0.2459743953
909	0.2459519471
910	0.245904004
911	0.2458736684
912	0.2458373784
913	0.245792089
914	0.2457414351
915	0.2456925143
916	0.2456406797
917	0.2455752176
918	0.2455373894
919	0.2454989466
920	0.2454179724
921	0.2453711599
922	0.2453294125
923	0.2452960152
924	0.2452615391
925	0.2452199673
926	0.2451862478
927	0.2451481658
928	0.2451008718
929	0.2450480769
930	0.2450172516
931	0.2449620597
932	0.2449619748
933	0.2449123129
934	0.2448771765
935	0.2448183931
936	0.2447950263
937	0.2447634596
938	0.2447015152
939	0.2446553422
940	0.2446179128
941	0.2445936871
942	0.2445678197
943	0.2445241093
944	0.2444895173
945	0.2444407844
946	0.2443941025
947	0.2443472584
948	0.2443190233
949	0.244270289
950	0.2442449598
951	0.2442008471
952	0.2441585698
953	0.2441231478
954	0.2441006628
955	0.2440614054
956	0.2440176032
957	0.2439818103
958	0.2439202426
959	0.2438273418
960	0.243807908
961	0.2437807069
962	0.2437462052
963	0.2437110957
964	0.2436687178
965	0.2436480007
966	0.2436108403
967	0.2435687481
968	0.2434923238
969	0.2434538608
970	0.2434173541
971	0.2434172169
972	0.2433978891
973	0.2433560359
974	0.2433186573
975	0.243278494
976	0.2432545848
977	0.2432183687
978	0.2431704396
979	0.2431372988
980	0.2430692338
981	0.2430691316
982	0.2430641384
983	0.2430356624
984	0.2430336122
985	0.2430038372
986	0.2429680209
987	0.242935653
988	0.242892504
989	0.2428657793
990	0.2428168662
991	0.2427757792
992	0.2427446078
993	0.2427333817
994	0.2426923775
995	0.2426470685
996	0.2426045937
997	0.2425814005
998	0.2425516827
999	0.2425294368
